chunk_id,layer,book,kind,marker,concept,present_in_v14,v14_locations,verdict,target_section,strength,note,critic_flag,critic_note
golden-BOOK-I-ARCHITECTURE-0060,golden,BOOK-I-ARCHITECTURE,LEM,[LEM 1.1.6.4] (Существование Can). В конечном алфавите при фиксированном порядке $\preceq$ (длина + лексикография) минимум любого непустого класса эквивалентнос,LEM 1.1.6.4: existence of Can (min of nonempty class under length+lex order) -> D_min is a math fact,no,,integrate,BOOK_01.1,supporting,Absent. Guarantees D_min/Can is well-defined and not arbitrary observer choice; v14 never proves this even where it uses 'canonical'.,,
golden-BOOK-I-ARCHITECTURE-0061,golden,BOOK-I-ARCHITECTURE,SECTION,D0 §1.1.7 — [INV_3] Инвариант двоичности $\Delta$,Section header for INV_3 (binarity of Delta),,,skip,,peripheral,non-conceptual (nav/registry),,
golden-BOOK-I-ARCHITECTURE-0062,golden,BOOK-I-ARCHITECTURE,LEM,"[LEM 1.1.7.2] (Почему CORE достаточно двоичен). Тезис: Фундаментальная различимость — это бит (0/1), а не вероятность.",LEM 1.1.7.2: CORE Delta is a bit not a probability (a probabilistic Delta needs a free threshold = exogenous),partial,BOOK_00 §00 (finite binary distinguishability obligation); BOOK_01 §01.6,integrate,BOOK_01.1,core-forcing,"M1 failure mode: v14 asserts 'finite binary distinguishability' as a detector obligation but DROPS the forcing argument (a probabilistic core needs a free threshold T_thresh = exogenous parameter, so binarity is forced) and the explicit CORE-vs-FORMALISM scoping that continuous math stays allowed.",,
golden-BOOK-I-ARCHITECTURE-0063,golden,BOOK-I-ARCHITECTURE,COR,[COR 1.1.7.2.B] (Проекция на бинарный тест).,"COR 1.1.7.2.B: non-binary math must give explicit PASS/FAIL projection with no hidden knobs, inside corpus",no,,integrate,BOOK_01.1,supporting,"Absent. Spells out the admissibility conditions for continuous formalism (projection to distinguishability, no hidden encoding/precision/stopping/calibration knobs); relevant to v14's verification discipline but not stated there.",,
golden-BOOK-I-ARCHITECTURE-0064,golden,BOOK-I-ARCHITECTURE,DEF,[DEF 1.1.7.E] (Событие и состояние).,"DEF 1.1.7.E: event ({0,1} in CORE) vs state (FORMALISM, event statistics); INV_3 binds events not states",no,,integrate,BOOK_01.1,supporting,Absent. The event/state distinction that reconciles binary CORE with continuous BRIDGE/FORMALISM is not articulated in v14.,,
golden-BOOK-I-ARCHITECTURE-0065,golden,BOOK-I-ARCHITECTURE,SECTION,D0 §1.1.8 — [INV_4] Инвариант истории $R$,Section header for INV_4 (history R),,,skip,,peripheral,non-conceptual (nav/registry),,
golden-BOOK-I-ARCHITECTURE-0066,golden,BOOK-I-ARCHITECTURE,LEM,"[LEM 1.1.8.3] (Необходимость Истории). Без $R$ невозможно задать алгоритм, так как алгоритм — это последовательность шагов во времени. Если нет индекса $n$, нет",LEM 1.1.8.3: History R necessary (algorithm is time-ordered; no index n -> no before/after -> no causality),no,,integrate,BOOK_01.1,supporting,Absent. The necessity-of-history argument (no R -> no causal ordering) is a foundational forcing step v14 omits; v14 treats trace/archive operationally without proving R is forced.,,
golden-BOOK-I-ARCHITECTURE-0067,golden,BOOK-I-ARCHITECTURE,SECTION,D0 §1.1.9 — [INV_5] Инвариант наблюдателя $O$,Section header for INV_5 (observer O),,,skip,,peripheral,non-conceptual (nav/registry),,
golden-BOOK-I-ARCHITECTURE-0068,golden,BOOK-I-ARCHITECTURE,LEM,[LEM 1.1.9.2] ($O$ не является внешним каталогом). Наблюдатель $O = \mathrm{Gr}(R)$ полностью определяется Историей. Он не привносит «свободы воли» или «субъект,LEM 1.1.9.2: observer O=Gr(R) is not an external catalog (no free will / subjective opinion; read interface),partial,BOOK_00 ('observer is not a primitive'),integrate,BOOK_01.1,supporting,"v14 BOOK_00 states an observer is not a primitive / detector is an internal readout node, but does not give the O=Gr(R) construction nor the M1 argument that O imports no exogenous data. Partial conclusion, forcing absent.",,
golden-BOOK-I-ARCHITECTURE-0069,golden,BOOK-I-ARCHITECTURE,LEM,"[LEM 1.1.9.3] (Необходимость $O$). Если есть История, но нет Наблюдателя (доступа к ней), то результаты прошлых измерений недоступны для текущих процедур. Систе","LEM 1.1.9.3: observer O necessary (history without access -> past measurements unusable, no learning)",no,,integrate,BOOK_01.1,supporting,Absent. Complements 0068: proves access O is forced (not just non-catalog) else distinguishability loses connectivity. Not present in v14.,,
golden-BOOK-I-ARCHITECTURE-0070,golden,BOOK-I-ARCHITECTURE,SECTION,D0 §1.1.11 — Резюме и Модели,"Sigma consistency model ({0,1}, binary R(n), bitwise Delta) + G_k refinement scene + conservativity",no,,integrate,BOOK_01.1,supporting,Absent. Provides the existence/consistency model for Sigma and the G_k refinement-graph example showing Sigma models the dynamics of knowledge (hypothesis falsification/collapse). v14 has no such consistency witness for the foundational structure.,,
golden-BOOK-I-ARCHITECTURE-0071,golden,BOOK-I-ARCHITECTURE,THE,"[THE 1.1.11.B] (Принцип «Никаких скрытых параметров»). Можно ли добавить в теорию новый параметр $Y$ (например, «скрытую переменную»), который не влияет на $\De",THE 1.1.11.B: no hidden parameters Y (Y either canonized away by D_min or written into history R as a C* code),partial,BOOK_02 (D0-MATTER-001 guardrail 'no hidden mass scale'),integrate,BOOK_01.1,core-forcing,M1 failure mode: v14 only has a narrow 'no hidden mass scale/post-hoc permutation' guardrail inside a CKM certificate. The general foundational no-hidden-variable theorem (the dichotomy: a parameter is either canonized away or written into history) and its proof are absent.,,
golden-BOOK-I-ARCHITECTURE-0072,golden,BOOK-I-ARCHITECTURE,SECTION,D0 §1.1.12 — Итог D0 §1,"Summary of D0 sec.1: four forced necessities (single code, binarity, history, observer); handoff to BOOK II",no,,integrate,BOOK_01.1,peripheral,"Recap of sec.1 but it names the four forcing conclusions and their failure-catalogs (else a translator/threshold catalog) compactly. Largely summary, so peripheral, but the forced-necessity list itself is not present in v14.",,
golden-BOOK-I-ARCHITECTURE-0073,golden,BOOK-I-ARCHITECTURE,SECTION,## CHAPTER I.3 — Формализация перехода и вывод φ,Chapter I.3 header (formalization of transition and derivation of phi),,,skip,,peripheral,non-conceptual (nav/registry),,
golden-BOOK-I-ARCHITECTURE-0074,golden,BOOK-I-ARCHITECTURE,SECTION,D0 §2 — Цель формализации,"Formalization goal: derive State, +, P(S,T), F as catalog-free; CORE(discrete)/BRIDGE(continuous->phi) split",partial,BOOK_00 (CORE/BRIDGE/passport split),integrate,BOOK_01.2,supporting,"v14 has a CORE/BRIDGE/bridge-passport discipline, but not this specific framing that State/gluing/mediator/scale-functional must be DERIVED as the only exogenous-catalog-free constructions, with phi emerging at the BRIDGE step. Program-level forcing framing dropped.",,
golden-BOOK-I-ARCHITECTURE-0075,golden,BOOK-I-ARCHITECTURE,SECTION,"D0 §2.1 — Состояния, Склейка и Масштаб","Section header sec.2.1 (States, Gluing and Scale)",,,skip,,peripheral,non-conceptual (nav/registry),,
golden-BOOK-I-ARCHITECTURE-0076,golden,BOOK-I-ARCHITECTURE,SECTION,D0 §2.1.1 — [DEF 2.1.1] Множество Состояний (State),"DEF 2.1.1: State X = distinguishable object with code D_min(X); distinguished via Delta(D_min S,D_min T)=1",no,,integrate,BOOK_01.2,supporting,"Absent. The code-first definition of State (matter as distinguishable code, no particles/fields postulated) is a foundational stance not stated in v14.",,
golden-BOOK-I-ARCHITECTURE-0077,golden,BOOK-I-ARCHITECTURE,SECTION,D0 §2.1.2 — [DEF 2.1.2] Операция Склейки ($\oplus$),"DEF 2.1.2: gluing + (commutative, associative, neutral element 0) as minimal composition of objects",no,,integrate,BOOK_01.2,supporting,Absent. The commutative-monoid structure of composition (+) on states is not defined in v14.,,
golden-BOOK-I-ARCHITECTURE-0078,golden,BOOK-I-ARCHITECTURE,DEF,[DEF 2.1.3a] (CORE: самоделимитирующая склейка Pair).,"DEF 2.1.3a: self-delimiting pairing Pair(s,t)=EncLen(|s|).s.t, prefix-free, parsed without separators",no,,integrate,BOOK_01.2,supporting,"Absent. The prefix-free/self-delimiting Pair encoding (so composition needs no exogenous separator symbol, M1-safe) is not present anywhere in v14.",,
golden-BOOK-I-ARCHITECTURE-0079,golden,BOOK-I-ARCHITECTURE,LEM,[LEM 2.1.3b] (CORE: однозначность разбора).,"LEM 2.1.3b: unique Parse recovers (s,t) from Pair(s,t) via the self-delimiting prefix property",no,,integrate,BOOK_01.2,supporting,Absent. The decodability lemma guaranteeing gluing is invertible/unambiguous; not in v14.,,
golden-BOOK-I-ARCHITECTURE-0080,golden,BOOK-I-ARCHITECTURE,REM,[REM 2.1.3.R] (CORE: явная связка ⊕ с конкатенацией без sep).,"REM 2.1.3.R: D_min(X+Y)=Can(Pair(D_min X,D_min Y)); Pair/EncLen are format not new parameter (COR 0.4.2)",no,,integrate,BOOK_01.2,peripheral,"Absent. Pins the code-level realization of + and argues it introduces no new parameter; supporting detail for the gluing operation, not in v14.",,
golden-BOOK-I-ARCHITECTURE-0081,golden,BOOK-I-ARCHITECTURE,REM,[REM 2.1.3.R′] (CORE: ⊕ как операция на состояниях).,REM 2.1.3.R': + is parameter-free state composition; D_min(X+Y) is its canonical code-level realization,no,,integrate,BOOK_01.2,peripheral,"Absent. Clarifies state-level vs code-level meaning of + and M1+ compatibility; minor elaboration, not in v14.",,
golden-BOOK-I-ARCHITECTURE-0082,golden,BOOK-I-ARCHITECTURE,SECTION,D0 §2.1.3 — [DEF 2.1.3] Функционал Сложности $F_0$ (CORE),DEF 2.1.3: complexity functional F_0(X):=|D_min(X)| as the only objective mass/energy measure in a code world,no,,integrate,BOOK_01.2,core-forcing,Absent. The identification of physical mass/energy with information complexity F_0=|D_min| is a load-bearing conceptual move (it grounds the later energy/mass-defect reading) and has no counterpart in v14.,,
golden-BOOK-I-ARCHITECTURE-0083,golden,BOOK-I-ARCHITECTURE,LEM,[LEM 2.1.3c] (Субаддитивность).,LEM 2.1.3c: subadditivity F_0(X+Y)<=F_0(X)+F_0(Y)+|EncLen(F_0 X)|; prototype of binding energy / mass defect,no,,integrate,BOOK_01.2,supporting,Absent. The subadditivity bound (canonization can only shorten) and its reading as the code-world origin of binding-energy/mass-defect is not present in v14.,,
golden-BOOK-I-ARCHITECTURE-0084,golden,BOOK-I-ARCHITECTURE,COR,[COR 2.1.3d] (Оценка хвоста; CORE).,COR 2.1.3d: gluing binding term is O(log n) (|EncLen(n)|=O(log n)) and vanishes under BRIDGE scale calibration,no,,integrate,BOOK_01.2,supporting,Absent. Quantifies the gluing overhead as logarithmic and shows it is negligible at macro scale; not in v14.,,
golden-BOOK-I-ARCHITECTURE-0085,golden,BOOK-I-ARCHITECTURE,SECTION,D0 §2.1.4 — [APPX 2.1.4] Функционал Масштаба $F$ (BRIDGE),"APPX 2.1.4: BRIDGE scale functional F:State->R>=0, additive F(X+Y)=F(X)+F(Y) and homogeneous F(lambda X)=lambda F(X)",no,,integrate,BOOK_01.2,supporting,Absent. The BRIDGE continuous scale functional (additive+homogeneous limit of F_0) that carries the discrete metric into the continuum is not present in v14.,,
golden-BOOK-I-ARCHITECTURE-0086,golden,BOOK-I-ARCHITECTURE,APPX,[APPX 2.1.4.LIM] (Термодинамический предел / условие сходимости).,APPX 2.1.4.LIM: thermodynamic limit F(X)=lim F_0(X_n)/n linking CORE metric to BRIDGE functional,no,,integrate,BOOK_01.2,supporting,Absent. The specific-complexity thermodynamic limit (with convergence+additivity+homogeneity assumptions) that derives macroscopic F from the discrete CORE metric is not present in v14.,,
golden-BOOK-I-ARCHITECTURE-0087,golden,BOOK-I-ARCHITECTURE,SECTION,"D0 §2.2 — Посредник $P(S,T)$ и Доказательство Линейности","sec.2.2: mediator P(S,T) and proof fundamental physics is linear (superposition); nonlinearity = M1 violation",partial,"BOOK_01 §01.6.2 (p+p^2=1, two-branch); BOOK_02 (linear-exchange certs)",integrate,BOOK_01.2,core-forcing,"M1 failure mode: v14 has linear-exchange certificates and the quadratic-response story, but DROPS the foundational forcing claim that linearity/superposition itself is forced because nonlinear coupling would require an exogenous parameter. The 'why physics is linear' M1 argument is missing.",,
