claim_id,value,strength,quadrant,carries,cites,rests_on,depth,genesis,v1_structural,v2_semantic,v3_falsifiable,v4_foundation,v5_external,value_floored,external_question,lean_status,release_status,book,lean_module
D0-PHI-STURMIAN-PROFINITE-CODE-CONJUGACY-001,22.3,55,BALLAST,0,4,0,,,12.3,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_06/01,
D0-LEPTON-INDIRECT-GREEN-PUISEUX-SCOUT-001,22.3,55,BALLAST,0,4,0,,,12.3,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_04,
D0-IM-004,22.2,100,BALLAST,0,0,3,1,False,0.0,18.2,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01/06,D0.Topology.WitnessHalting
D0-DIM8-NETWORK-001,22.2,100,BALLAST,0,1,3,1,False,5.3,12.9,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_02,D0.Synthesis.DimensionEightNetwork
D0-GAUGE-MATRIX-REP-TRANSFORM-001,22.1,100,BALLAST,1,0,1,1,False,4.1,17.2,0.0,0.8,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_05/06,D0.Gauge.MatrixRepGaugeTransform
D0-GAUGE-BIANCHI-GRADED-DEPRECATED-001,22.1,0,DRIFT,1,0,1,1,False,4.1,17.2,0.0,0.8,0.0,,,DEPRECATED,DEPRECATED,BOOK_05/06,D0.Gauge.MatrixRepGaugeTransform
D0-TRACEABILITY-STATUS-TAXONOMY-001,21.7,100,BALLAST,3,0,0,0,True,8.2,9.0,0.0,4.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_08,D0.Traceability.StatusTaxonomy
D0-HYDRO-NO-BLOWUP-KAPPA-001,21.6,100,BALLAST,0,1,7,6,False,5.3,16.3,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_05,D0.Dynamics.LatticeHydroNoBlowup
D0-ALPHA-FESHBACH-DIXMIER-OWNER-001,21.6,5,DRIFT,0,9,0,,,17.6,0.0,4.0,0.0,0.0,,,OPEN,PROOF-TARGET,BOOK_02,
D0-OMEGA8-CENTER-001,21.4,100,BALLAST,0,2,0,0,True,8.4,9.0,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01,D0.Foundation.Omega8Center
D0-HORIZON-HUM-TRANSFER-OBSERVABLE-OWNER-001,21.4,100,BALLAST,0,2,1,1,False,8.4,9.0,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_07,D0.Gravity.HorizonHumTransfer
D0-GEN-INDEX-001,21.3,100,BALLAST,1,2,0,0,True,8.4,7.4,4.0,1.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_04,D0.Spectrum.BranchDefectProjectiveGeneration
D0-GRADED-BIANCHI-EXACT-001,21.3,100,BALLAST,1,1,0,0,True,5.3,14.5,0.0,1.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_05/06,D0.Gauge.GradedBianchiIdentity
D0-BOOK04-SELECTORS-002,21.3,100,BALLAST,1,0,0,0,True,4.1,11.8,4.0,1.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_04,D0.Matter.Book04CombinatorialSelectorOrigins
D0-IM-COSMO-003,21.2,100,BALLAST,0,0,2,2,False,0.0,17.2,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_08,D0.IM.StrongLogdetPressure
D0-X5-FULL-MODEL-001,21.0,100,BALLAST,0,1,15,4,False,5.3,11.8,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_05,D0.Extensions.X5.Synthesis
D0-CASCADE-FLOOR-ORIENTATION-PARITY-001,20.6,100,BALLAST,0,1,8,3,False,5.3,15.3,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01,D0.Foundation.CascadeFloorOrientationParity
D0-GRAV-002,20.6,55,BALLAST,0,3,0,,,10.6,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_07,
D0-QUASICRYSTAL-PROJECTION-001,20.6,55,BALLAST,0,3,0,,,10.6,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_01,
D0-ALPHA-MU1-RANKTRACE-001,20.6,55,BALLAST,0,3,0,,,10.6,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_02,
D0-PHI-STURMIAN-CYLINDER-CONJUGACY-001,20.6,55,BALLAST,0,3,0,,,10.6,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_06/01,
D0-LEPTON-STURMIAN-PUISEUX-COEFFICIENTS-001,20.6,55,BALLAST,0,3,0,,,10.6,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_04,
D0-CONNES-GRAPH-DISTANCE-OWNER-001,20.6,55,BALLAST,0,3,0,,,10.6,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_07,
D0-HORIZON-FESHBACH-RADIATION-OWNER-001,20.6,55,BALLAST,0,3,0,,,10.6,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_07,
D0-SRC-001,20.2,100,BALLAST,1,0,0,0,True,4.1,10.6,4.0,1.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_04,D0.Matter.NuclearShellContactSRC
D0-X5-GRADING-CONTRACT-001,20.2,100,BALLAST,1,1,3,2,False,5.3,10.4,4.0,0.5,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_04,D0.Extensions.X5.Grading
D0-GAUGE-WILSON-LINK-COVARIANCE-001,20.1,100,BALLAST,1,0,0,0,True,4.1,14.5,0.0,1.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_05/06,D0.Gauge.WilsonLinkGaugeCovariance
D0-MASSGAP-COSTQUANTUM-001,20.1,100,BALLAST,0,2,1,1,False,8.4,11.8,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_05,D0.Gauge.MassGapCostQuantum
D0-ARCHIVE-GAUSSIAN-CHANNEL-001,20.0,100,BALLAST,0,0,3,2,False,0.0,20.0,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_06/08,D0.Probability.ArchiveClassicalGaussianChannel
D0-ARCHIVE-LAPLACIAN-PHASE-NATURALITY,20.0,100,BALLAST,0,0,2,2,False,0.0,0.0,20.0,0.0,0.0,,,LEAN_PROVED,NO_GO_PROVED,BOOK_07,D0.Geometry.ArchiveLaplacianPhaseNaturality
D0-ARCHIVE-PHASE-CURVATURE,20.0,100,BALLAST,0,0,2,2,False,0.0,20.0,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_07,D0.Geometry.ArchivePhaseCurvatureObstruction
D0-MATTER-STRESS-COUPLING-001,20.0,100,BALLAST,0,0,4,2,False,0.0,20.0,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_04,D0.Matter.ArchiveStressCoupling
D0-GEOM-OBSTRUCT-001,20.0,100,BALLAST,0,0,1,1,False,0.0,20.0,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_07,D0.Geometry.ArchiveCurvatureObstruction
D0-ARCHIVE-STRESS-CONSERVATION-001,20.0,100,BALLAST,0,0,3,2,False,0.0,20.0,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_07,D0.Frozen.ConservedStressProjection
D0-COSMO-TICK-GAUGE-EQUIV-001,20.0,100,BALLAST,0,0,0,0,True,0.0,20.0,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_08,D0.Geometry.ArchiveTickGaugeFixing
D0-COSMO-WATER-FILLING-001,20.0,100,BALLAST,0,0,0,0,True,0.0,20.0,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_08,D0.Probability.ArchiveFloorWaterFilling
D0-FORGETTING-CHANNEL-CP-001,20.0,100,BALLAST,0,0,0,0,True,0.0,20.0,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_06,D0.Probability.ForgettingChannelCP
D0-LEPTON-DECIMAL-MASS-RATIOS,20.0,100,BALLAST,0,0,0,0,True,0.0,9.0,11.0,0.0,0.0,,,LEAN_PROVED,NO-GO,BOOK_04,D0.Integration.V15.BranchAudit
D0-P1-PHYSICAL-EOS,20.0,100,BALLAST,0,0,0,0,True,0.0,9.0,11.0,0.0,0.0,,,LEAN_PROVED,NO-GO,BOOK_08,D0.Integration.V15.Feshbach
D0-Q8-ANISOTROPY-SELECT-001,20.0,100,BALLAST,0,0,0,0,True,0.0,20.0,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01,D0.Foundation.Q8Anisotropy
D0-CONDENSED-GOLDEN-WEIGHT-ANCHOR-001,20.0,100,BALLAST,0,1,0,0,True,5.3,14.7,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_00/07,D0.CondensedAnchor.DetectorSupportGoldenWeight
D0-GATE-STATIONARITY-OWNER-001,20.0,100,BALLAST,0,0,0,0,True,0.0,20.0,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_00/06,D0.Topology.ArchiveShiftTopology
D0-TRIPARTITE-SIGNATURE-GENERAL-001,20.0,100,BALLAST,0,0,0,0,True,0.0,20.0,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_06,D0.Combinatorics.TripartiteSignatureGeneral
D0-PARTITION-ALGEBRA-001,20.0,100,BALLAST,0,0,0,0,True,0.0,20.0,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01,D0.Foundation.PartitionAlgebra
D0-ZONE-CONNECTIVITY-001,20.0,100,BALLAST,0,0,0,0,True,0.0,20.0,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_04,D0.Foundation.ZoneConnectivity
D0-ENTROPIC-DARK-GRAVITY-001,20.0,70,BALLAST,0,0,0,0,True,0.0,20.0,0.0,0.0,0.0,,,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,BRIDGE-ASSUMPTIONS-EXPLICIT,BOOK_07,D0.Bridge.VerlindeEntropicBridge
D0-QUANT-MET-003,20.0,5,DRIFT,0,0,1,1,False,0.0,20.0,0.0,0.0,0.0,,,OPEN,PROOF-TARGET,METROLOGY,D0.Metrology.Phi2Flux
D0-PHASON-ARCHIVE-CAPACITY-REDSHIFT-001,19.8,100,BALLAST,0,0,1,1,False,0.0,15.8,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_08,D0.Cosmology.PhasonArchiveCapacityRedshift
D0-IM-001,19.6,100,BALLAST,0,0,2,2,False,0.0,15.6,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_06,D0.IM.SelfSubstrateTrace
D0-IM-005,19.6,100,BALLAST,0,0,5,2,False,0.0,15.6,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01/02/06,D0.IM.FractalContinuumAndWitnessHalting
D0-SCENE-JOINT-COMMUTANT-SIX-001,19.6,100,BALLAST,2,2,1,1,False,8.4,9.8,0.0,1.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_02,D0.Spectral.JointCommutant
D0-CONDENSED-PHI-VACUUM-CUT-PROJECT-001,19.4,100,BALLAST,1,0,3,2,False,4.1,10.8,4.0,0.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_00/01/02/06/08,D0.Condensed.CondensedPhiVacuum;D0.Physics.QuasicrystalPhenomenology
D0-HURWITZ-INTERNAL-DIMENSION-SELECTOR-001,19.3,100,BALLAST,1,0,0,0,True,4.1,13.7,0.0,1.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_04,D0.Algebra.D0InternalDimensionSelector
D0-EXTERNAL-BACKGROUND-HURWITZ-GLOBAL-CLASSIFICATION-001,19.3,0,DRIFT,1,0,0,0,True,4.1,13.7,0.0,1.5,0.0,,,DEPRECATED,EXTERNAL-BACKGROUND,BOOK_04,D0.Algebra.D0InternalDimensionSelector
D0-PHI99-DEPTH-FORCING-001,19.0,55,BALLAST,0,0,0,,,0.0,6.0,13.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_07,
D0-INTRINSIC-DEGREE-FIBRE-FRAME-001,18.9,100,BALLAST,0,1,10,4,False,5.3,13.6,0.0,0.0,0.0,,,LEAN_PROVED,CORE_BRIDGE_SPLIT,BOOK_04,D0.Synthesis.IntrinsicDegreeFibreFrame
D0-SCENE-HEAT-KERNEL-001,18.9,100,BALLAST,1,0,1,1,False,4.1,14.1,0.0,0.8,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_07,D0.Synthesis.SceneHeatKernel
D0-PHASON-WZ-EXPLICIT-FUNCTION-001,18.9,5,DRIFT,0,6,0,,,14.9,0.0,4.0,0.0,0.0,,,OPEN,PROOF-TARGET,BOOK_08,
D0-X5-HISTORY-CONTRACT-001,18.7,100,BALLAST,1,1,3,3,False,5.3,9.0,4.0,0.4,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_06,D0.Extensions.X5.History
D0-X5-PHASON-PE-CONTRACT-001,18.7,100,BALLAST,1,1,4,3,False,5.3,9.0,4.0,0.4,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_08,D0.Extensions.X5.Phason
D0-X5-PHASON-COORDINATE-CONTRACT-001,18.7,100,BALLAST,1,1,3,3,False,5.3,9.0,4.0,0.4,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_08,D0.Extensions.X5.Coordinate
D0-COSMO-003,18.4,55,BALLAST,0,2,0,,,8.4,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_08,
D0-VERIFIED-CLOSURE-PROTOCOL-001,18.4,55,BALLAST,0,2,0,,,8.4,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_05,
D0-M1-UNIVERSALITY-001,18.4,45,DRIFT,0,0,0,0,True,0.0,18.4,0.0,0.0,0.0,,,LEAN_PROVED,PROOF-TARGET,BOOK_00,D0.Foundation.M1Universality
D0-VIETA-GALOIS-ABCD-001,18.3,100,BALLAST,0,1,1,1,False,5.3,9.0,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01/02,D0.Claims.VietaGaloisAbcd
D0-JONES-INDEX-PHI-001,18.3,100,BALLAST,0,1,1,1,False,5.3,9.0,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01,D0.Claims.JonesIndexPhi
D0-WILLIAMS-SHIFT-EQUIVALENCE-OWNER-001,18.3,100,BALLAST,0,1,1,1,False,5.3,9.0,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_06,D0.Dynamics.ToralShiftEquivalence
D0-VNEXT-AF-D0-SPECTRAL-COMPRESSION-OWNER-001,18.3,100,BALLAST,0,1,0,0,True,5.3,9.0,4.0,0.0,0.0,,,LEAN_PROVED,CORE_BRIDGE_SPLIT,BOOK_02,D0.VNext.AFD0SpectralInvariantComparison
D0-RAW-HISTORY-CATEGORY-001,18.3,100,BALLAST,0,1,1,1,False,5.3,9.0,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_06,D0.SelfReading.RawHistoryCategory
D0-RAW-READOUT-CATEGORY-001,18.3,100,BALLAST,0,1,1,1,False,5.3,9.0,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_04,D0.SelfReading.RawReadoutRepresentationCategory
D0-RAW-CANONICAL-SELF-READING-FUNCTOR-001,18.3,100,BALLAST,0,1,3,1,False,5.3,9.0,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_00,D0.SelfReading.RawCanonicalSelfReadingFunctor
D0-FROBENIUS-DIVISION-3D-001,18.3,70,BALLAST,0,1,0,0,True,5.3,9.0,4.0,0.0,0.0,,,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,BRIDGE-ASSUMPTIONS-EXPLICIT,BOOK_01,D0.Foundation.FrobeniusDivision3D
D0-PHASON-COORDINATE-FUNCTOR-OWNER-001,18.3,45,DRIFT,0,1,3,3,False,5.3,9.0,4.0,0.0,0.0,,,LEAN_PROVED,PROOF-TARGET,BOOK_08,D0.Extensions.PhasonCoordinateFunctorConstruction
D0-MULTIPARTITE-LORENTZIAN-001,18.2,70,BALLAST,0,0,0,0,True,0.0,18.2,0.0,0.0,0.0,,,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,CORE_BRIDGE_SPLIT,BOOK_06,D0.Combinatorics.MultipartiteLorentzian
D0-TRANSPORT-FORK-ENDGAME-001,18.0,100,BALLAST,2,1,6,2,False,6.5,10.6,0.0,1.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_02,D0.Synthesis.TransportForkEndgame
D0-RANK3-CAUSAL-CONE-001,17.9,100,BALLAST,1,2,2,2,False,8.4,9.0,0.0,0.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_07,D0.Synthesis.RankCausalCone
D0-IM-002,17.7,100,BALLAST,0,0,2,2,False,0.0,13.7,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_06,D0.IM.FractalTick
D0-CMB-IDS-SMOOTHING-OWNER-001,17.7,5,DRIFT,0,5,0,,,13.7,0.0,4.0,0.0,0.0,,,OPEN,PROOF-TARGET,BOOK_08,
D0-INDUCTIVE-SPECTRAL-TRIPLE-OWNER-001,17.7,5,DRIFT,0,5,0,,,13.7,0.0,4.0,0.0,0.0,,,OPEN,PROOF-TARGET,BOOK_07,
D0-JONES-SLOT-SELECTOR-001,17.4,70,BALLAST,0,2,0,0,True,8.4,9.0,0.0,0.0,0.0,,,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,CORE_BRIDGE_SPLIT,BOOK_01,D0.NumberTheory.JonesSlotSelector
D0-EW-002,17.0,100,BALLAST,0,0,1,1,False,0.0,13.0,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_04,D0.VNext2.HiggsAnchorProjector
D0-QUANT-MET-004,16.3,5,DRIFT,0,0,1,1,False,0.0,16.3,0.0,0.0,0.0,,,OPEN,PROOF-TARGET,METROLOGY,D0.Metrology.PhasonBragg
D0-PHASON-WZ-LOGDET-WINDOW-OWNER-001,16.3,5,DRIFT,0,4,0,,,12.3,0.0,4.0,0.0,0.0,,,OPEN,PROOF-TARGET,BOOK_08,
D0-HIGGS-PHASON-CONDENSATION-OWNER-001,16.3,5,DRIFT,0,4,0,,,12.3,0.0,4.0,0.0,0.0,,,OPEN,PROOF-TARGET,BOOK_04,
D0-LEPTON-YUKAWA-HIERARCHY-OWNER-001,16.3,5,DRIFT,0,4,0,,,12.3,0.0,4.0,0.0,0.0,,,OPEN,PROOF-TARGET,BOOK_04,
D0-INFLATIONLESS-EARLY-UNIVERSE-OWNER-001,16.3,5,DRIFT,0,4,0,,,12.3,0.0,4.0,0.0,0.0,,,OPEN,PROOF-TARGET,BOOK_08,
D0-GRAV-004,16.1,100,BALLAST,0,0,0,0,True,0.0,12.1,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_07,D0.Gravity.MeasurementHorizonEquivalence
D0-TRANSPORT-CLOSED-FORM-001,16.0,100,BALLAST,0,0,0,0,True,0.0,16.0,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_02,D0.Spectral.TransportClosedForm;D0.Spectral.TransportSelfAdjoint
D0-HURWITZ-LOCAL-BOUNDARY-001,15.6,100,BALLAST,1,0,0,0,True,4.1,10.0,0.0,1.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_04,D0.Algebra.HurwitzLocalBoundary
D0-SCENE-TRACE-HEAT-CAPACITY-001,15.5,100,BALLAST,0,0,22,9,False,0.0,15.5,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_07,D0.Synthesis.SceneTraceHeatCapacity
D0-SOLENOID-001,15.3,55,BALLAST,0,1,0,,,5.3,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_01/07,
D0-SOLENOID-GRAVITY-001,15.3,55,BALLAST,0,1,0,,,5.3,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_07,
D0-SDE-K0-001,15.3,55,BALLAST,0,1,0,,,5.3,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_08,
D0-NEUTRON-002,15.3,55,BALLAST,0,1,0,,,5.3,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_04,
D0-FTHEORY-001,15.3,55,BALLAST,0,1,0,,,5.3,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_04,
D0-COSMO-002,15.3,55,BALLAST,0,1,0,,,5.3,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_08,
D0-TIME-MODULAR-FLOW-001,15.3,55,BALLAST,0,1,0,,,5.3,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_01,
D0-GRAVASTAR-FORMATION-BRIDGE-001,15.3,55,BALLAST,0,1,0,,,5.3,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_07,
D0-MASS-CHAIN-001,15.3,55,BALLAST,0,1,0,,,5.3,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_04/06,
D0-FOURCOLOR-HORIZON-CAPACITY-001,15.3,55,BALLAST,0,1,0,,,5.3,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_07,
D0-CKM-PMNS-COMPLEMENTARITY-001,15.3,55,BALLAST,0,1,0,,,5.3,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_04,
D0-LATTICE-FINITENESS-BRIDGE-001,15.3,55,BALLAST,0,1,0,,,5.3,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,BRIDGE-ASSUMPTIONS-EXPLICIT,BOOK_01/06,
D0-GAUGE-MASS-GAP-PLAQUETTE-001,15.3,55,BALLAST,0,1,0,,,5.3,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_07/05,
D0-ROOT-OPERATOR-COMPLETION-PROGRAM-001,15.3,55,BALLAST,0,1,0,,,5.3,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_05,
D0-EDGE-INVARIANT-CROSS-SECTOR-001,15.3,55,BALLAST,0,1,0,,,5.3,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_07,
D0-LEAN-CORE-001,14.6,100,BALLAST,1,0,0,0,True,4.1,9.0,0.0,1.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,Lean formalization,D0.TheoremLedger.ReleaseStatus
D0-LEAN-BRIDGE-001,14.6,70,BALLAST,1,0,0,0,True,4.1,9.0,0.0,1.5,0.0,,,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,BRIDGE-ASSUMPTIONS-EXPLICIT,Lean formalization,D0.TheoremLedger.ReleaseStatus
D0-LEPTON-PUISEUX-DECIMAL-SECTION-001,14.6,5,DRIFT,0,3,0,,,10.6,0.0,4.0,0.0,0.0,,,OPEN,PROOF-TARGET,BOOK_04,
D0-HBAR-SYMPLECTIC-CAPACITY-MECH-LIMIT-001,14.6,5,DRIFT,0,3,0,,,10.6,0.0,4.0,0.0,0.0,,,OPEN,PROOF-TARGET,BOOK_02,
D0-SYMMETRIC-FUNCTION-ACTIVE-SPECTRUM-001,14.2,100,BALLAST,0,0,0,0,True,0.0,14.2,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_02,D0.Synthesis.SymmetricFunctionCalculus;D0.Synthesis.ActiveSplittingFromDistinctness;D0.Synthesis.ActiveSpectrumClosedForm;D0.Synthesis.ActiveWindowIrrational
D0-WINDOW44-TOTIENT-M1-001,13.8,100,BALLAST,0,1,0,0,True,5.3,4.5,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_07,D0.VNext2.Window44Totient
D0-EDGE-002,13.7,5,DRIFT,0,5,0,,,13.7,0.0,0.0,0.0,0.0,,,OPEN,PROOF-TARGET,BOOK_04,
D0-CVFT-F3B,13.0,100,BALLAST,0,0,0,0,True,0.0,9.0,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_04,D0.Matter.BaryonSpinFlavourRanks
D0-SPIN2-001,13.0,100,BALLAST,0,0,0,0,True,0.0,9.0,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_07,D0.Claims.Spin2TT
D0-HIGGS-YUKAWA-001,13.0,100,BALLAST,0,0,0,0,True,0.0,9.0,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_04,D0.Claims.HiggsYukawaBlock
D0-TOTAL-CLOSURE-BOUNDARY-001,13.0,100,BALLAST,0,0,0,0,True,0.0,9.0,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_00,D0.Verification.TotalClosureBoundary
D0-TOTAL-PUBLICATION-READINESS-001,13.0,100,BALLAST,0,0,0,0,True,0.0,9.0,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_00,D0.Verification.TotalPublicationReadiness
D0-CKM-DAVIS-KAHAN-GAP-BOUND-001,13.0,100,BALLAST,0,0,0,0,True,0.0,9.0,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_02,D0.ParallelClosure.FiniteDavisKahanGapBound
D0-WINDOW-9-13-DISSOLVE-001,12.4,5,DRIFT,0,2,0,,,8.4,0.0,4.0,0.0,0.0,,,OPEN,CERT-CLOSED,BOOK_01,
D0-HODGE-LINKS-001,12.3,5,DRIFT,0,4,0,,,12.3,0.0,0.0,0.0,0.0,,,OPEN,PROOF-TARGET,BOOK_04/07,
D0-BRAID-VALENCE-U1-001,11.8,100,BALLAST,0,0,0,0,True,0.0,11.8,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_04,D0.Gauge.BraidValence
D0-SCENE-COUNT-REDUCTION-001,11.8,45,DRIFT,0,0,12,3,False,0.0,11.8,0.0,0.0,0.0,,,LEAN_PROVED,PROOF-TARGET,BOOK_01,D0.Foundation.SceneCountReduction
D0-NCG-INDEX-001,11.5,100,BALLAST,0,0,0,0,True,0.0,11.5,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_02,D0.Combinatorics.Tripartite
D0-ARCHIVE-RESOLVENT-001,11.2,100,BALLAST,0,0,3,3,False,0.0,11.2,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_07,D0.Geometry.ArchiveResolventCompactness
D0-HODGE-THREE-LEVEL-SPECTRUM-001,10.7,100,BALLAST,0,0,0,0,True,0.0,10.7,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01/02,D0.Synthesis.HodgeThreeLevelSpectrum
